subfield_id,subfield_name,title,doi,year,cited_by_count,id
2208,Electrical and Electronic Engineering,PVT v2: Improved baselines with pyramid vision transformer,https://doi.org/10.1007/s41095-022-0274-8,2022,1816,https://openalex.org/W3175515048
2208,Electrical and Electronic Engineering,An overview of fuel cell technology: Fundamentals and applications,https://doi.org/10.1016/j.rser.2014.01.012,2014,1715,https://openalex.org/W2010922597
2208,Electrical and Electronic Engineering,Reverse osmosis desalination: A state-of-the-art review,https://doi.org/10.1016/j.desal.2019.02.008,2019,1175,https://openalex.org/W2921691021
2208,Electrical and Electronic Engineering,"A review on membrane fabrication: Structure, properties and performance relationship",https://doi.org/10.1016/j.desal.2013.06.016,2013,1061,https://openalex.org/W2051639998
2208,Electrical and Electronic Engineering,Recent advances in graphene based gas sensors,https://doi.org/10.1016/j.snb.2015.04.062,2015,861,https://openalex.org/W2075148335
2208,Electrical and Electronic Engineering,Optimal Deep Learning LSTM Model for Electric Load Forecasting using Feature Selection and Genetic Algorithm: Comparison with Machine Learning Approaches †,https://doi.org/10.3390/en11071636,2018,847,https://openalex.org/W2809317444
2208,Electrical and Electronic Engineering,Nanotechnology: A Revolution in Modern Industry,https://doi.org/10.3390/molecules28020661,2023,801,https://openalex.org/W4313889995
2208,Electrical and Electronic Engineering,Application of graphene in energy storage device – A review,https://doi.org/10.1016/j.rser.2020.110026,2020,768,https://openalex.org/W3083890682
2208,Electrical and Electronic Engineering,Data imbalance in classification: Experimental evaluation,https://doi.org/10.1016/j.ins.2019.11.004,2019,757,https://openalex.org/W2989219518
2208,Electrical and Electronic Engineering,A Survey on Hybrid Beamforming Techniques in 5G: Architecture and System Model Perspectives,https://doi.org/10.1109/comst.2018.2843719,2018,751,https://openalex.org/W2805657678
1702,Artificial Intelligence,The Arithmetic Optimization Algorithm,https://doi.org/10.1016/j.cma.2020.113609,2021,2589,https://openalex.org/W3119051141
1702,Artificial Intelligence,CE-Net: Context Encoder Network for 2D Medical Image Segmentation,https://doi.org/10.1109/tmi.2019.2903562,2019,2030,https://openalex.org/W2921406441
1702,Artificial Intelligence,A Survey on Deep Learning for Named Entity Recognition,https://doi.org/10.1109/tkde.2020.2981314,2020,1347,https://openalex.org/W3011594683
1702,Artificial Intelligence,Internet of things and supply chain management: a literature review,https://doi.org/10.1080/00207543.2017.1402140,2017,1296,https://openalex.org/W2769593477
1702,Artificial Intelligence,Reptile Search Algorithm (RSA): A nature-inspired meta-heuristic optimizer,https://doi.org/10.1016/j.eswa.2021.116158,2021,1281,https://openalex.org/W3212797097
1702,Artificial Intelligence,Inf-Net: Automatic COVID-19 Lung Infection Segmentation From CT Images,https://doi.org/10.1109/tmi.2020.2996645,2020,1159,https://openalex.org/W3027763298
1702,Artificial Intelligence,Speech Recognition Using Deep Neural Networks: A Systematic Review,https://doi.org/10.1109/access.2019.2896880,2019,1091,https://openalex.org/W2912581782
1702,Artificial Intelligence,"The effects of explainability and causability on perception, trust, and acceptance: Implications for explainable AI",https://doi.org/10.1016/j.ijhcs.2020.102551,2020,943,https://openalex.org/W3093033010
1702,Artificial Intelligence,Transformers in medical imaging: A survey,https://doi.org/10.1016/j.media.2023.102802,2023,877,https://openalex.org/W4362603432
1702,Artificial Intelligence,HRank: Filter Pruning Using High-Rank Feature Map,https://doi.org/10.1109/cvpr42600.2020.00160,2020,817,https://openalex.org/W3034513523
2204,Biomedical Engineering,Membrane distillation: A comprehensive review,https://doi.org/10.1016/j.desal.2011.08.027,2011,2489,https://openalex.org/W2048661822
2204,Biomedical Engineering,A review on conventional and novel materials towards heavy metal adsorption in wastewater treatment application,https://doi.org/10.1016/j.jclepro.2021.126589,2021,1224,https://openalex.org/W3134056156
2204,Biomedical Engineering,Reverse osmosis desalination: A state-of-the-art review,https://doi.org/10.1016/j.desal.2019.02.008,2019,1175,https://openalex.org/W2921691021
2204,Biomedical Engineering,Magnetic Nanoparticles: Surface Effects and Properties Related to Biomedicine Applications,https://doi.org/10.3390/ijms141121266,2013,1163,https://openalex.org/W2066030159
2204,Biomedical Engineering,"A review on membrane fabrication: Structure, properties and performance relationship",https://doi.org/10.1016/j.desal.2013.06.016,2013,1061,https://openalex.org/W2051639998
2204,Biomedical Engineering,Transformers in medical imaging: A survey,https://doi.org/10.1016/j.media.2023.102802,2023,877,https://openalex.org/W4362603432
2204,Biomedical Engineering,Nanotechnology: A Revolution in Modern Industry,https://doi.org/10.3390/molecules28020661,2023,801,https://openalex.org/W4313889995
2204,Biomedical Engineering,A review of polymeric membranes and processes for potable water reuse,https://doi.org/10.1016/j.progpolymsci.2018.01.004,2018,681,https://openalex.org/W2793344462
2204,Biomedical Engineering,A review on thermophysical properties of nanofluids and heat transfer applications,https://doi.org/10.1016/j.rser.2017.02.073,2017,566,https://openalex.org/W2592275233
2204,Biomedical Engineering,Fractional-Order Circuits and Systems: An Emerging Interdisciplinary Research Area,https://doi.org/10.1109/mcas.2010.938637,2010,552,https://openalex.org/W2005010408
3312,Sociology and Political Science,The Delphi Method for Graduate Research,https://doi.org/10.28945/199,2007,1777,https://openalex.org/W2148858459
3312,Sociology and Political Science,Renewable energy and climate change,https://doi.org/10.1016/j.rser.2022.112111,2022,1373,https://openalex.org/W4210464014
3312,Sociology and Political Science,COVID-19 vaccine acceptance and hesitancy in low- and middle-income countries,https://doi.org/10.1038/s41591-021-01454-y,2021,1090,https://openalex.org/W3182978015
3312,Sociology and Political Science,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,https://doi.org/10.1177/2515245918810225,2018,986,https://openalex.org/W2776961836
3312,Sociology and Political Science,What Forty Years of Research Says About the Impact of Technology on Learning,https://doi.org/10.3102/0034654310393361,2011,941,https://openalex.org/W2109070640
3312,Sociology and Political Science,The production of social capital in US counties,https://doi.org/10.1016/j.socec.2005.11.001,2006,868,https://openalex.org/W2119548449
3312,Sociology and Political Science,"VALUE, SATISFACTION AND BEHAVIORAL INTENTIONS IN AN ADVENTURE TOURISM CONTEXT",https://doi.org/10.1016/j.annals.2009.02.002,2009,827,https://openalex.org/W1974888414
3312,Sociology and Political Science,Customer engagement with tourism social media brands,https://doi.org/10.1016/j.tourman.2016.09.015,2016,749,https://openalex.org/W2524727912
3312,Sociology and Political Science,Case Study Method: A Step-by-Step Guide for Business Researchers,https://doi.org/10.1177/1609406919862424,2019,714,https://openalex.org/W2964225793
3312,Sociology and Political Science,Generation Z consumers' expectations of interactions in smart retailing: A future agenda,https://doi.org/10.1016/j.chb.2017.01.058,2017,702,https://openalex.org/W2583410069
1312,Molecular Biology,"Short-Term Effects of Nose-Only Cigarette Smoke Exposure on Glutathione Redox Homeostasis, Cytochrome P450 1A1/2 and Respiratory Enzyme Activities in Mice Tissues",https://doi.org/10.1159/000350087,2013,47283,https://openalex.org/W2018289835
1312,Molecular Biology,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)<sup>1</sup>,https://doi.org/10.1080/15548627.2020.1797280,2021,2364,https://openalex.org/W3108936441
1312,Molecular Biology,Whole-genome analyses resolve early branches in the tree of life of modern birds,https://doi.org/10.1126/science.1253451,2014,1946,https://openalex.org/W2119837484
1312,Molecular Biology,Altering the Intestinal Microbiota during a Critical Developmental Window Has Lasting Metabolic Consequences,https://doi.org/10.1016/j.cell.2014.05.052,2014,1818,https://openalex.org/W2053039168
1312,Molecular Biology,Bioconda: sustainable and comprehensive software distribution for the life sciences,https://doi.org/10.1038/s41592-018-0046-7,2018,1651,https://openalex.org/W2765745983
1312,Molecular Biology,An SCN9A channelopathy causes congenital inability to experience pain,https://doi.org/10.1038/nature05413,2006,1541,https://openalex.org/W2108114952
