subfield_id,subfield_name,title,doi,year,cited_by_count,id
1312,Molecular Biology,Minimal information for studies of extracellular vesicles (MISEV2023): From basic to advanced approaches,https://doi.org/10.1002/jev2.12404,2024,2425,https://openalex.org/W4391649568
1312,Molecular Biology,AmberTools,https://doi.org/10.1021/acs.jcim.3c01153,2023,1288,https://openalex.org/W4387440676
1312,Molecular Biology,Guidelines for measuring reactive oxygen species and oxidative damage in cells and in vivo,https://doi.org/10.1038/s42255-022-00591-z,2022,1062,https://openalex.org/W4283701282
1312,Molecular Biology,"Oxygen radicals, nitric oxide, and peroxynitrite: Redox pathways in molecular medicine",https://doi.org/10.1073/pnas.1804932115,2018,1020,https://openalex.org/W2804648738
1312,Molecular Biology,Chemical Biology of H<sub>2</sub>S Signaling through Persulfidation,https://doi.org/10.1021/acs.chemrev.7b00205,2017,947,https://openalex.org/W2767914703
1312,Molecular Biology,Minimum Information about a Biosynthetic Gene cluster,https://doi.org/10.1038/nchembio.1890,2015,853,https://openalex.org/W2187341651
1312,Molecular Biology,Astroglial Metabolic Networks Sustain Hippocampal Synaptic Transmission,https://doi.org/10.1126/science.1164022,2008,836,https://openalex.org/W1974420316
1312,Molecular Biology,Global diversity and biogeography of bacterial communities in wastewater treatment plants,https://doi.org/10.1038/s41564-019-0426-5,2019,817,https://openalex.org/W2944548763
1312,Molecular Biology,Antibiotics as Major Disruptors of Gut Microbiota,https://doi.org/10.3389/fcimb.2020.572912,2020,791,https://openalex.org/W3109379743
1312,Molecular Biology,"Chemical Biology of Peroxynitrite: Kinetics, Diffusion, and Radicals",https://doi.org/10.1021/cb800279q,2009,744,https://openalex.org/W2078672958
3312,Sociology and Political Science,Contrasting Computational Models of Mate Preference Integration Across 45 Countries,https://doi.org/10.1038/s41598-019-52748-8,2019,1773,https://openalex.org/W2983201012
3312,Sociology and Political Science,Parasites in food webs: the ultimate missing links,https://doi.org/10.1111/j.1461-0248.2008.01174.x,2008,978,https://openalex.org/W2169378631
3312,Sociology and Political Science,The History of Dengue Outbreaks in the Americas,https://doi.org/10.4269/ajtmh.2012.11-0770,2012,492,https://openalex.org/W2153560607
