subfield_id,subfield_name,title,doi,year,cited_by_count,id
2505,Materials Chemistry,Recent developments in emerging two-dimensional materials and their applications,https://doi.org/10.1039/c9tc04187g,2019,812,https://openalex.org/W2991619303
2505,Materials Chemistry,Electronic Properties of Bulk and Monolayer TMDs: Theoretical Study Within DFT Framework (GVJ‐2e Method),https://doi.org/10.1002/pssa.201700218,2017,428,https://openalex.org/W2757160197
2505,Materials Chemistry,Molecules with a sense of logic: a progress report,https://doi.org/10.1039/c4cs00342j,2014,420,https://openalex.org/W2023630598
2505,Materials Chemistry,Rational design of two-dimensional nanomaterials for lithium–sulfur batteries,https://doi.org/10.1039/c9ee02049g,2019,378,https://openalex.org/W2991020032
2505,Materials Chemistry,"Antibacterial Nanomaterials: Mechanisms, Impacts on Antimicrobial Resistance and Design Principles",https://doi.org/10.1002/anie.202217345,2023,374,https://openalex.org/W4318592281
2505,Materials Chemistry,Triazole and thiazole derivatives as corrosion inhibitors for AA2024 aluminium alloy,https://doi.org/10.1016/j.corsci.2005.05.040,2005,374,https://openalex.org/W2013473960
2505,Materials Chemistry,Polarization origin and iron positions in indium doped barium hexaferrites,https://doi.org/10.1016/j.ceramint.2017.09.172,2017,347,https://openalex.org/W2759866403
2505,Materials Chemistry,Nanoporous titania interlayer as reservoir of corrosion inhibitors for coatings with self-healing ability,https://doi.org/10.1016/j.porgcoat.2006.08.029,2006,302,https://openalex.org/W2073450771
2505,Materials Chemistry,Tannic acid-based metal phenolic networks for bio-applications: a review,https://doi.org/10.1039/d1tb00383f,2021,296,https://openalex.org/W3154117322
2505,Materials Chemistry,Recent advances in two-dimensional materials and their nanocomposites in sustainable energy conversion applications,https://doi.org/10.1039/c9nr05919a,2019,274,https://openalex.org/W2983142983
2208,Electrical and Electronic Engineering,Nonlinear Fiber Optics,https://doi.org/10.1016/b978-0-12-369516-1.x5000-6,2006,2078,https://openalex.org/W4237970860
2208,Electrical and Electronic Engineering,Recent developments in emerging two-dimensional materials and their applications,https://doi.org/10.1039/c9tc04187g,2019,812,https://openalex.org/W2991619303
2208,Electrical and Electronic Engineering,Active magneto-plasmonics in hybrid metal–ferromagnet structures,https://doi.org/10.1038/nphoton.2009.265,2010,481,https://openalex.org/W2074811577
2208,Electrical and Electronic Engineering,The 2022 Plasma Roadmap: low temperature plasma science and technology,https://doi.org/10.1088/1361-6463/ac5e1c,2022,430,https://openalex.org/W4283816760
2208,Electrical and Electronic Engineering,Introduction to Nanophotonics,https://doi.org/10.1017/cbo9780511750502,2010,383,https://openalex.org/W3015586612
2208,Electrical and Electronic Engineering,Rational design of two-dimensional nanomaterials for lithium–sulfur batteries,https://doi.org/10.1039/c9ee02049g,2019,378,https://openalex.org/W2991020032
2208,Electrical and Electronic Engineering,Advances in nanostructures fabricated<i>via</i>spray pyrolysis and their applications in energy storage and conversion,https://doi.org/10.1039/c8cs00904j,2019,369,https://openalex.org/W2945424693
2208,Electrical and Electronic Engineering,Monolithic lithium niobate photonic circuits for Kerr frequency comb generation and modulation,https://doi.org/10.1038/s41467-019-08969-6,2019,344,https://openalex.org/W2891657045
2208,Electrical and Electronic Engineering,Evaluation of the Efficiency of Detection and Capture of Manganese in Aqueous Solutions of FeCeOx Nanocomposites Doped with Nb2O5,https://doi.org/10.3390/s20174851,2020,307,https://openalex.org/W3082108234
2208,Electrical and Electronic Engineering,Recent advances in two-dimensional materials and their nanocomposites in sustainable energy conversion applications,https://doi.org/10.1039/c9nr05919a,2019,274,https://openalex.org/W2983142983
2210,Mechanical Engineering,Evaluation of the Efficiency of Detection and Capture of Manganese in Aqueous Solutions of FeCeOx Nanocomposites Doped with Nb2O5,https://doi.org/10.3390/s20174851,2020,307,https://openalex.org/W3082108234
2210,Mechanical Engineering,Enhanced pyroelectric and piezoelectric properties of PZT with aligned porosity for energy harvesting applications,https://doi.org/10.1039/c7ta00967d,2017,239,https://openalex.org/W2594242811
2210,Mechanical Engineering,Micro and miniature heat pipes – Electronic component coolers,https://doi.org/10.1016/j.applthermaleng.2006.02.023,2006,222,https://openalex.org/W1984642224
2210,Mechanical Engineering,"Flexible and active self-powered pressure, shear sensors based on freeze casting ceramic–polymer composites",https://doi.org/10.1039/c8ee01551a,2018,180,https://openalex.org/W2819144043
2210,Mechanical Engineering,Adhesion and surface forces in polymer tribology—A review,https://doi.org/10.1007/s40544-018-0203-0,2018,163,https://openalex.org/W2793021867
