subfield_id,subfield_name,title,doi,year,cited_by_count,id
3304,Education,A comparative study of approaches towards energy efficiency and renewable energy use at higher education institutions,https://doi.org/10.1016/j.jclepro.2019.117728,2019,118,https://openalex.org/W2963628126
3304,Education,Cross‐cultural investigation into cognitive underpinnings of individual differences in early arithmetic,https://doi.org/10.1111/desc.12204,2014,77,https://openalex.org/W1972623411
3304,Education,Challenges of applying a student-centered approach to learning in the context of education in Kyrgyzstan,https://doi.org/10.1016/j.ijedudev.2009.01.001,2009,75,https://openalex.org/W2171335290
3304,Education,Learning management system implementation: a case study in the Kyrgyz Republic,https://doi.org/10.1080/10494820.2018.1427115,2018,67,https://openalex.org/W2791965684
3304,Education,Learners’ Perceptions of Online Exams: A Comparative Study in Turkey and Kyrgyzstan,https://doi.org/10.19173/irrodl.v21i3.4679,2020,49,https://openalex.org/W3086343385
3304,Education,Project-Based Learning to Develop Creative Abilities in Students,https://doi.org/10.1007/978-3-319-73093-6_4,2018,47,https://openalex.org/W2789256151
3304,Education,INTEGRASI NILAI KEARIFAN LOKAL DALAM PEMBELAJARAN MATEMATIKA SD/MI KURIKULUM 2013,https://doi.org/10.21043/jpm.v1i2.4873,2019,46,https://openalex.org/W2925564656
3304,Education,Sistem Keamanan Pintu Berbasis Arduino Mega,https://doi.org/10.26877/jiu.v3i2.1803,2017,39,https://openalex.org/W2781107165
3304,Education,A Research on Students’ Information Security Awareness,https://doi.org/10.19128/turje.181065,2015,36,https://openalex.org/W2556330371
3304,Education,Medyatik Bir Çalışma Alanı Olarak Eleştirel Söylem Çözümlemesi (Televizyon Dizileri Örneğinde),https://doi.org/10.17680/erciyesiletisim.362184,2018,35,https://openalex.org/W2886719769
3320,Political Science and International Relations,Back to work growing with jobs in Eastern Europe and Central Asia,https://doi.org/10.1596/978-0-8213-9910-1,2014,200,https://openalex.org/W3149348131
3320,Political Science and International Relations,"Web site accessibility, usability and security: a survey of government web sites in Kyrgyz Republic",https://doi.org/10.1007/s10209-015-0446-8,2015,89,https://openalex.org/W2177718755
3320,Political Science and International Relations,"Web site accessibility and quality in use: a comparative study of government Web sites in Kyrgyzstan, Azerbaijan, Kazakhstan and Turkey",https://doi.org/10.1007/s10209-016-0490-z,2016,56,https://openalex.org/W2511309171
3320,Political Science and International Relations,Kidnapping for marriage (<i>ala kachuu</i>) in a Kyrgyz village,https://doi.org/10.1080/02634930500155138,2005,51,https://openalex.org/W1988481643
3320,Political Science and International Relations,History writing and nation building in post-independence Tajikistan,https://doi.org/10.1080/00905990903517835,2010,47,https://openalex.org/W2092724163
3320,Political Science and International Relations,Fashioning the nation: Gender and politics of dress in contemporary Kyrgyzstan,https://doi.org/10.1080/00905992.2016.1145200,2016,42,https://openalex.org/W2293341795
3320,Political Science and International Relations,"Multilingualism, Russian Language and Education in Kyrgyzstan",https://doi.org/10.1080/13670050802148806,2008,39,https://openalex.org/W2007100850
3320,Political Science and International Relations,Trends and Patterns in Foreign Trade of Central Asian Countries,https://doi.org/10.2139/ssrn.3023165,2012,37,https://openalex.org/W2187190402
3320,Political Science and International Relations,The affective politics of sovereignty: reflecting on the 2010 conflict in Kyrgyzstan,https://doi.org/10.1080/00905992.2014.970526,2015,35,https://openalex.org/W2024492538
3320,Political Science and International Relations,The 2020 Violent Change in Government in Kyrgyzstan Amid the Covid-19 Pandemic: Three Distinct Stories in One,https://doi.org/10.1007/978-3-030-77489-9_8,2021,34,https://openalex.org/W3187309535
3312,Sociology and Political Science,What makes you a digital native? Is it enough to be born after 1980?,https://doi.org/10.1016/j.chb.2016.02.089,2016,216,https://openalex.org/W2290686604
3312,Sociology and Political Science,Relationship between Tourism and Economic Growth: A Panel Granger Causality Approach,,2012,102,https://openalex.org/W1491410155
3312,Sociology and Political Science,Coping with changing water resources: The case of the Syr Darya river basin in Central Asia,https://doi.org/10.1016/j.envsci.2013.11.003,2013,98,https://openalex.org/W1984176835
3312,Sociology and Political Science,Horizon Scan of the Belt and Road Initiative,https://doi.org/10.1016/j.tree.2020.02.005,2020,92,https://openalex.org/W3011241436
3312,Sociology and Political Science,"Web site accessibility, usability and security: a survey of government web sites in Kyrgyz Republic",https://doi.org/10.1007/s10209-015-0446-8,2015,89,https://openalex.org/W2177718755
3312,Sociology and Political Science,Farmers' Perceptions of and Adaptations to Changing Climate in the Melamchi Valley of Nepal,https://doi.org/10.1659/mrd-journal-d-15-00032.1,2016,87,https://openalex.org/W2336712957
3312,Sociology and Political Science,Multiple conceptualizations of nature are key to inclusivity and legitimacy in global environmental governance,https://doi.org/10.1016/j.envsci.2019.10.018,2019,76,https://openalex.org/W2990587269
3312,Sociology and Political Science,Epidemic cystic and alveolar echinococcosis in Kyrgyzstan: an analysis of national surveillance data,https://doi.org/10.1016/s2214-109x(20)30038-3,2020,73,https://openalex.org/W3011546257
3312,Sociology and Political Science,Migration past and present: changing patterns in Kyrgyzstan,https://doi.org/10.1080/02634930802355030,2008,72,https://openalex.org/W2020179761
3312,Sociology and Political Science,AN ECONOMIC ANALYSIS OF IDENTITY AND CAREER CHOICE<sup>*</sup>,https://doi.org/10.1111/j.1465-7295.2009.00234.x,2010,65,https://openalex.org/W2113573989
2713,Epidemiology,Epidemiology of Mucormycosis in India,https://doi.org/10.3390/microorganisms9030523,2021,424,https://openalex.org/W3134134106
2713,Epidemiology,"Global, Regional, and National Burden of Calcific Aortic Valve and Degenerative Mitral Valve Diseases, 1990–2017",https://doi.org/10.1161/circulationaha.119.043391,2020,414,https://openalex.org/W3013380890
2713,Epidemiology,"Global Role and Burden of Influenza in Pediatric Respiratory Hospitalizations, 1982–2012: A Systematic Analysis",https://doi.org/10.1371/journal.pmed.1001977,2016,363,https://openalex.org/W2308892148
2713,Epidemiology,Surveillance for severe acute respiratory infections (SARI) in hospitals in the WHO European region - an exploratory analysis of risk factors for a severe outcome in influenza-positive SARI cases,https://doi.org/10.1186/s12879-014-0722-x,2015,313,https://openalex.org/W2075782082
2713,Epidemiology,Ancient hepatitis B viruses from the Bronze Age to the Medieval period,https://doi.org/10.1038/s41586-018-0097-z,2018,220,https://openalex.org/W2801745197
2713,Epidemiology,Machine-Learning Based Hybrid-Feature Analysis for Liver Cancer Classification Using Fused (MR and CT) Images,https://doi.org/10.3390/app10093134,2020,91,https://openalex.org/W3023006114
2713,Epidemiology,Standardised shorter regimens <i>versus</i> individualised longer regimens for rifampin- or multidrug-resistant tuberculosis,https://doi.org/10.1183/13993003.01467-2019,2019,83,https://openalex.org/W2995747718
2713,Epidemiology,Obstructive Sleep Apnea and Non-Alcoholic Fatty Liver Disease: Is the Liver Another Target?,https://doi.org/10.3389/fneur.2012.00149,2012,75,https://openalex.org/W2072869548
2713,Epidemiology,Prevalence of cardiac beta-myosin heavy chain gene mutations in patients with hypertrophic cardiomyopathy,https://doi.org/10.1007/s00109-005-0635-7,2005,58,https://openalex.org/W2111031902
2713,Epidemiology,HIV care in Central and Eastern Europe: How close are we to the target?,https://doi.org/10.1016/j.ijid.2018.03.007,2018,56,https://openalex.org/W2790980840
1710,Information Systems,What makes you a digital native? Is it enough to be born after 1980?,https://doi.org/10.1016/j.chb.2016.02.089,2016,216,https://openalex.org/W2290686604
1710,Information Systems,Mining Cryptocurrency-Based Security Using Renewable Energy as Source,https://doi.org/10.1155/2022/4808703,2022,64,https://openalex.org/W4283707830
1710,Information Systems,"Comprehensive Survey of IoT, Machine Learning, and Blockchain for Health Care Applications: A Topical Assessment for Pandemic Preparedness, Challenges, and Solutions",https://doi.org/10.3390/electronics10202501,2021,64,https://openalex.org/W3206405140
1710,Information Systems,Application of the K-medians Clustering Algorithm for Test Analysis in E-learning,https://doi.org/10.1007/978-3-031-21435-6_21,2023,57,https://openalex.org/W4313402621
1710,Information Systems,Universities of the Kyrgyz Republic on the Web: accessibility and usability,https://doi.org/10.1007/s10209-016-0481-0,2016,52,https://openalex.org/W2467841929
1710,Information Systems,Analyzing Interdisciplinary Research Using Co‐Authorship Networks,https://doi.org/10.1155/2022/2524491,2022,52,https://openalex.org/W4293241088
1710,Information Systems,Fundamentals of Software Engineering,https://doi.org/10.1007/978-3-031-07816-3_1,2022,44,https://openalex.org/W4296934907
1710,Information Systems,Prospects for the Use of Artificial Intelligence to Combat Fraud in Bank Payments,https://doi.org/10.1007/978-3-031-21438-7_82,2023,43,https://openalex.org/W4313532750
