subfield_id,subfield_name,title,doi,year,cited_by_count,id
2208,Electrical and Electronic Engineering,Progress in Flow Battery Research and Development,https://doi.org/10.1149/1.3599565,2011,1403,https://openalex.org/W1963712116
2208,Electrical and Electronic Engineering,Spintronics based random access memory: a review,https://doi.org/10.1016/j.mattod.2017.07.007,2017,1032,https://openalex.org/W2742177062
2208,Electrical and Electronic Engineering,"Potential of membrane distillation in seawater desalination: Thermal efficiency, sensitivity study and cost estimation",https://doi.org/10.1016/j.memsci.2008.06.006,2008,839,https://openalex.org/W2079970656
2208,Electrical and Electronic Engineering,Artificial Neural Networks Based Optimization Techniques: A Review,https://doi.org/10.3390/electronics10212689,2021,614,https://openalex.org/W3209340886
2208,Electrical and Electronic Engineering,"Review of energy storage services, applications, limitations, and benefits",https://doi.org/10.1016/j.egyr.2020.07.028,2020,613,https://openalex.org/W3078231620
2208,Electrical and Electronic Engineering,Advanced materials and technologies for supercapacitors used in energy conversion and storage: a review,https://doi.org/10.1007/s10311-020-01075-w,2020,495,https://openalex.org/W3082928566
2208,Electrical and Electronic Engineering,Massive MIMO Detection Techniques: A Survey,https://doi.org/10.1109/comst.2019.2935810,2019,442,https://openalex.org/W2966932878
2208,Electrical and Electronic Engineering,"A comprehensive equivalent circuit model for lithium-ion batteries, incorporating the effects of state of health, state of charge, and temperature on model parameters",https://doi.org/10.1016/j.est.2021.103252,2021,435,https://openalex.org/W3202060642
2208,Electrical and Electronic Engineering,"Edge of Things: The Big Picture on the Integration of Edge, IoT and the Cloud in a Distributed Computing Environment",https://doi.org/10.1109/access.2017.2780087,2017,420,https://openalex.org/W2772726293
2208,Electrical and Electronic Engineering,Phosphonium-Based Ionic Liquids Analogues and Their Physical Properties,https://doi.org/10.1021/je100104v,2010,402,https://openalex.org/W2316371242
3312,Sociology and Political Science,Investigating attitudes towards the use of mobile learning in higher education,https://doi.org/10.1016/j.chb.2015.11.033,2015,586,https://openalex.org/W2184296810
3312,Sociology and Political Science,Beyond the ‘east–west’ dichotomy: Global variation in cultural models of selfhood.,https://doi.org/10.1037/xge0000175,2016,525,https://openalex.org/W2474075425
3312,Sociology and Political Science,"A cross-cultural study of the intention to use mobile banking between Lebanese and British consumers: Extending UTAUT2 with security, privacy and trust",https://doi.org/10.1016/j.techsoc.2019.101151,2019,514,https://openalex.org/W2961553619
3312,Sociology and Political Science,"What keeps the mobile hotel booking users loyal? Investigating the roles of self-efficacy, compatibility, perceived ease of use, and perceived convenience",https://doi.org/10.1016/j.ijinfomgt.2016.04.005,2016,446,https://openalex.org/W2342419427
3312,Sociology and Political Science,Factors affecting the adoption of e-learning systems in Qatar and USA: Extending the Unified Theory of Acceptance and Use of Technology 2 (UTAUT2),https://doi.org/10.1007/s11423-016-9508-8,2017,437,https://openalex.org/W2579905191
3312,Sociology and Political Science,Disaster preparedness among nurses: a systematic review of literature,https://doi.org/10.1111/inr.12369,2017,406,https://openalex.org/W2602574985
3312,Sociology and Political Science,"Climate anxiety, wellbeing and pro-environmental action: correlates of negative emotional responses to climate change in 32 countries",https://doi.org/10.1016/j.jenvp.2022.101887,2022,398,https://openalex.org/W4302362254
3312,Sociology and Political Science,Determinants of voluntary Internet financial reporting by local government authorities,https://doi.org/10.1016/j.jaccpubpol.2004.12.006,2005,390,https://openalex.org/W2092436102
3312,Sociology and Political Science,Virtual Tours a Means to an End: An Analysis of Virtual Tours’ Role in Tourism Recovery Post COVID-19,https://doi.org/10.1177/0047287521997567,2021,350,https://openalex.org/W3134802058
3312,Sociology and Political Science,Generating brand awareness in Online Social Networks,https://doi.org/10.1016/j.chb.2015.03.023,2015,322,https://openalex.org/W1991865792
1312,Molecular Biology,Effect of exogenous salicylic acid under changing environment: A review,https://doi.org/10.1016/j.envexpbot.2009.08.005,2009,1193,https://openalex.org/W2001768718
1312,Molecular Biology,Deep sequencing reveals 50 novel genes for recessive cognitive disorders,https://doi.org/10.1038/nature10423,2011,967,https://openalex.org/W2138196920
1312,Molecular Biology,Plant Secondary Metabolite Biosynthesis and Transcriptional Regulation in Response to Biotic and Abiotic Stress Conditions,https://doi.org/10.3390/agronomy11050968,2021,694,https://openalex.org/W3163678258
1312,Molecular Biology,Human Monkeypox,https://doi.org/10.1016/j.idc.2019.03.001,2019,666,https://openalex.org/W2951793330
1312,Molecular Biology,Plant growth promoting bacteria as an alternative strategy for salt tolerance in plants: A review,https://doi.org/10.1016/j.micres.2018.02.003,2018,552,https://openalex.org/W2793148615
